"gene","logFC","log.p.value","log.FDR","std.logFC","cellType.target","rank_marker","anno_logFC"
"OPCML",0.780593636166383,-7216.22618783454,-7206.6884159706,1.11676617669375,"Basal",1," std logFC = 1.117"
"NTM",1.08529160688044,-6877.2635925729,-6868.41896788951,1.08659022061896,"Basal",2," std logFC = 1.087"
"CACNA1E",0.810148474136516,-6844.63215300069,-6836.19299342541,1.08366142547001,"Basal",3," std logFC = 1.084"
"DPP10",0.962650561734781,-6646.03506005813,-6637.8835825553,1.06574157087411,"Basal",4," std logFC = 1.066"
"PPARGC1A",0.782978888378481,-5999.02753298979,-5991.09919903828,1.00612807140452,"Basal",5," std logFC = 1.006"
"COL25A1",0.827329638999635,-5044.36803115091,-5036.6220187562,0.914026128176624,"Basal",6," std logFC = 0.914"
"SLC24A3",0.582408248249582,-4857.77388571225,-4850.18202399736,0.895327644093037,"Basal",7," std logFC = 0.895"
"PEX5L",0.770911693340185,-4729.59084158001,-4722.13251125775,0.882330502545226,"Basal",8," std logFC = 0.882"
"DPP6",0.496508234510733,-4273.42843877084,-4266.08789148423,0.834974065906471,"Basal",9," std logFC = 0.835"
"SOX5",0.706210001767531,-4219.22687822051,-4211.99169144956,0.829223004998217,"Basal",10," std logFC = 0.829"
"MYRIP",0.610723933339035,-4214.12020802285,-4206.9803314317,0.828679709515032,"Basal",11," std logFC = 0.829"
"RPS6KA2",0.573885945276602,-3722.61716720448,-3715.56430199032,0.775126082913235,"Basal",12," std logFC = 0.775"
"CACNB2",0.60089422593775,-3539.98497473284,-3533.01215222635,0.754524659989493,"Basal",13," std logFC = 0.755"
"ZNF385B",0.67848895420696,-3472.14875596747,-3465.25004143314,0.7467645817031,"Basal",14," std logFC = 0.747"
"ROBO1",0.62677060325669,-3192.01652376655,-3185.18680210371,0.714045427701284,"Basal",15," std logFC = 0.714"
"TMEM132C",0.39773762937334,-3108.00479090647,-3101.23960776477,0.704006007582955,"Basal",16," std logFC = 0.704"
"TENM3",0.645512147051372,-2840.18926296477,-2833.48470444488,0.671222690226167,"Basal",17," std logFC = 0.671"
"MEIS2",0.470989003550702,-2812.39290962432,-2805.74550951827,0.667747366314461,"Basal",18," std logFC = 0.668"
"SEZ6L",0.485655605805162,-2765.83553610773,-2759.24220322295,0.661893730834539,"Basal",19," std logFC = 0.662"
"ANO4",0.440100235960914,-2759.86424178133,-2753.32220219094,0.661139957966332,"Basal",20," std logFC = 0.661"
"SUSD4",0.409524877239629,-2732.91747356755,-2726.42422414133,0.657729763847942,"Basal",21," std logFC = 0.658"
"GRIK4",0.351201820000233,-2666.22520655497,-2659.77847714439,0.649227702170818,"Basal",22," std logFC = 0.649"
"ARHGAP18",0.203382623925114,-2616.81818306972,-2610.4159054217,0.642870650320401,"Basal",23," std logFC = 0.643"
"SLIT2",0.492129491184924,-2544.43990611716,-2538.08018808356,0.633464494059937,"Basal",24," std logFC = 0.633"
"CALN1",0.5099796550607,-2536.59166172131,-2530.27276568224,0.632437693609715,"Basal",25," std logFC = 0.632"
"SFMBT2",0.437633793456731,-2536.47839870206,-2530.19872337614,0.632422865213742,"Basal",26," std logFC = 0.632"
"TMTC1",0.478512019546674,-2527.98771096722,-2521.74577596928,0.631310452634214,"Basal",27," std logFC = 0.631"
"APBA2",0.393140744403591,-2493.85558682723,-2487.65001947346,0.626822302331482,"Basal",28," std logFC = 0.627"
"PTPN14",0.385455945021899,-2492.22326769673,-2486.05279166278,0.626607002455017,"Basal",29," std logFC = 0.627"
"DENND2A",0.248871830850363,-2488.05776312531,-2481.92118864303,0.626057304481555,"Basal",30," std logFC = 0.626"
"SDK1",0.339966936974606,-2485.37182948055,-2479.26804482109,0.625702646680496,"Basal",31," std logFC = 0.626"
"NRP1",0.208072852211507,-2473.14350307955,-2467.0714671184,0.624085892388944,"Basal",32," std logFC = 0.624"
"IGSF21",0.350817515201594,-2422.27531489178,-2416.2340505893,0.617323040441116,"Basal",33," std logFC = 0.617"
"SIPA1L3",0.375140627131587,-2363.12188185433,-2357.110470515,0.609380847633633,"Basal",34," std logFC = 0.609"
"SPOCK1",0.502248226225541,-2361.37017169564,-2355.38774789319,0.609144347954262,"Basal",35," std logFC = 0.609"
"FSTL5",0.363281892902545,-2350.46169226557,-2344.50743934008,0.6076698662458,"Basal",36," std logFC = 0.608"
"ZFHX3",0.314450615751184,-2297.61524288395,-2291.68838893265,0.600484110966402,"Basal",37," std logFC = 0.6"
"SH3RF3",0.385752684445136,-2287.7244067871,-2281.82422108289,0.599131236542986,"Basal",38," std logFC = 0.599"
"PLXNA4",0.412410861210156,-2265.53554148996,-2259.66133127215,0.596086901589303,"Basal",39," std logFC = 0.596"
"PTPRS",0.37053876105742,-2243.68583589896,-2237.83694348913,0.593076329970364,"Basal",40," std logFC = 0.593"
"TRPC6",0.202614665000083,-2223.34280273487,-2217.51860293763,0.590261792172716,"Basal",41," std logFC = 0.59"
"GRIN3A",0.282854079699535,-2071.53808139087,-2065.73797914521,0.56889007023845,"Basal",42," std logFC = 0.569"
"HSPA12A",0.332962245777177,-2071.24494548915,-2065.4683737409,0.568848144761826,"Basal",43," std logFC = 0.569"
"TMEM132D",0.527221315475491,-2053.1199653931,-2047.36638316307,0.566250709667247,"Basal",44," std logFC = 0.566"
"SLIT3",0.429097192230911,-1941.39766893291,-1935.66655955873,0.550009650276878,"Basal",45," std logFC = 0.55"
"GRIP1",0.365622775695126,-1928.66116960127,-1922.95203913381,0.548132002529206,"Basal",46," std logFC = 0.548"
"SV2B",0.338220077436095,-1859.58253367457,-1853.89490941234,0.537850070067065,"Basal",47," std logFC = 0.538"
"MEGF11",0.362501946516518,-1838.00650862284,-1832.3399377698,0.53460364653997,"Basal",48," std logFC = 0.535"
"CNR1",0.248339875095699,-1827.61292598468,-1821.96697441884,0.533033672828992,"Basal",49," std logFC = 0.533"
"GRK3",0.344117867574133,-1774.01299587536,-1768.38724701684,0.52487265070228,"Basal",50," std logFC = 0.525"
"SORCS3",0.467902799962418,-1768.87389285497,-1763.26794662375,0.524084377713486,"Basal",51," std logFC = 0.524"
"GPC5",0.38312860860521,-1766.91895200886,-1761.3324238635,0.523784243315172,"Basal",52," std logFC = 0.524"
"CCDC60",0.282112709122764,-1760.5370359596,-1754.96955600921,0.522803407602106,"Basal",53," std logFC = 0.523"
"C1QL3",0.221614230887953,-1726.18446650531,-1720.63567868793,0.517495926230055,"Basal",54," std logFC = 0.517"
"CHST8",0.179793658482017,-1679.37231539964,-1673.84187672093,0.510185823957674,"Basal",55," std logFC = 0.51"
"NETO2",0.321998755056575,-1664.15750813961,-1658.6450879664,0.507790055628948,"Basal",56," std logFC = 0.508"
"SIPA1L2",0.302348841450885,-1655.97363552298,-1650.47891492687,0.506497282854477,"Basal",57," std logFC = 0.506"
"TEKT5",0.155059604943416,-1646.84345438529,-1641.36612553189,0.505051592954039,"Basal",58," std logFC = 0.505"
"OSBP2",0.327948858346158,-1617.73404654531,-1612.27381212527,0.500417826631039,"Basal",59," std logFC = 0.5"
"FRMD4A",0.204458371618557,-1581.13941156313,-1575.6959842614,0.494538261244689,"Basal",60," std logFC = 0.495"
"CCBE1",0.440606698410779,-1559.2637044189,-1553.83680641912,0.490993848953828,"Basal",61," std logFC = 0.491"
"EML1",0.28135539336343,-1558.61334233101,-1553.20270485211,0.490888127202291,"Basal",62," std logFC = 0.491"
"GDA",0.277457937432074,-1532.70411509004,-1527.30947795249,0.486659812549402,"Basal",63," std logFC = 0.487"
"PTPRU",0.17854164852338,-1522.65032209395,-1517.27143331337,0.485010255183773,"Basal",64," std logFC = 0.485"
"MYO16",0.352350376145484,-1505.94685563637,-1500.58347104232,0.482258584072389,"Basal",65," std logFC = 0.482"
"PRKCH",0.139994810311637,-1462.82894875252,-1457.4808316306,0.475089980295896,"Basal",66," std logFC = 0.475"
"PRKD1",0.260571551198089,-1440.04984862504,-1434.71676938049,0.471263583115302,"Basal",67," std logFC = 0.471"
"GPR39",0.105157633025513,-1424.81846309512,-1419.50019893635,0.468689464440073,"Basal",68," std logFC = 0.469"
"SERPINE2",0.131272193369305,-1385.81232505178,-1380.50865969243,0.462038866955513,"Basal",69," std logFC = 0.462"
"TMEM163",0.218271309083067,-1376.78531770953,-1371.49604108764,0.460487474350311,"Basal",70," std logFC = 0.46"
"ZNF804B",0.420247349531253,-1375.31806394671,-1370.0429719598,0.460234866309437,"Basal",71," std logFC = 0.46"
"CLMP",0.1811180236434,-1349.43831700195,-1344.17721125703,0.455758620303171,"Basal",72," std logFC = 0.456"
"GPI",0.293318590303538,-1331.88152493218,-1326.63421250939,0.452699262337275,"Basal",73," std logFC = 0.453"
"PRSS12",0.170078137293211,-1326.21954177999,-1320.98583500925,0.451708650277825,"Basal",74," std logFC = 0.452"
"NPAS3",0.302591955514624,-1320.46773908987,-1315.24745533946,0.450700311889012,"Basal",75," std logFC = 0.451"
"WDR86",0.0958528152705926,-1320.15225938539,-1314.94522086173,0.450644946778214,"Basal",76," std logFC = 0.451"
"SORCS2",0.229178352071515,-1317.06234384354,-1311.86837740145,0.450102356990309,"Basal",77," std logFC = 0.45"
"ABLIM2",0.276081478043163,-1302.13952427736,-1296.95846124011,0.447473543098764,"Basal",78," std logFC = 0.447"
"NOTCH2",0.198522068381926,-1297.77956206209,-1292.61123805061,0.446702850174401,"Basal",79," std logFC = 0.447"
"KAZN",0.382063255568274,-1295.09544605784,-1289.93970082856,0.446227791148057,"Basal",80," std logFC = 0.446"
"SHANK2",0.253384252421243,-1294.89107337255,-1289.74775066328,0.446191600683489,"Basal",81," std logFC = 0.446"
"PPFIBP2",0.112391273219296,-1291.10487398546,-1285.97382136878,0.44552065666007,"Basal",82," std logFC = 0.446"
"OPRM1",0.285316419808008,-1289.63175431166,-1284.51282305551,0.445259361161197,"Basal",83," std logFC = 0.445"
"CACNA1G",0.165019951984801,-1287.54218233581,-1282.4352272707,0.444888483816277,"Basal",84," std logFC = 0.445"
"PRKCB",0.362782478146592,-1275.90079131306,-1270.8056707056,0.442817110881123,"Basal",85," std logFC = 0.443"
"SNRNP70",0.253050713247082,-1274.19160968201,-1269.10818511431,0.442512253933544,"Basal",86," std logFC = 0.443"
"GSE1",0.247127919053744,-1272.72020155849,-1267.6483378132,0.442249654754633,"Basal",87," std logFC = 0.442"
"HRH1",0.176665881262194,-1265.2960115951,-1260.23557654563,0.440922513093879,"Basal",88," std logFC = 0.441"
"ADAMTS3",0.32184717485065,-1251.10203475455,-1246.05289926034,0.43837507142101,"Basal",89," std logFC = 0.438"
"ARHGAP6",0.329230128726946,-1250.48415231647,-1245.44619012285,0.438263872784258,"Basal",90," std logFC = 0.438"
"GRAMD1B",0.260806187069443,-1238.66771774294,-1233.64080538551,0.436132347865471,"Basal",91," std logFC = 0.436"
"HIVEP3",0.24858963001048,-1237.26766055482,-1232.25167726793,0.435879169141485,"Basal",92," std logFC = 0.436"
"FGF12",0.21032444895734,-1229.11193751552,-1224.10676514473,0.434401666750319,"Basal",93," std logFC = 0.434"
"PALMD",0.262698145719984,-1221.40227993489,-1216.40780285321,0.43300075996131,"Basal",94," std logFC = 0.433"
"AOPEP",0.250828673832832,-1219.2320067278,-1214.24811175546,0.432605659501214,"Basal",95," std logFC = 0.433"
"SYT9",0.18624540600711,-1214.60403508262,-1209.63061141014,0.4317620336265,"Basal",96," std logFC = 0.432"
"NFIX",0.123913233045309,-1210.0878708945,-1205.12481000906,0.430937339657606,"Basal",97," std logFC = 0.431"
"PTK2B",0.264313562529163,-1189.83268708601,-1184.87988270074,0.427220722038259,"Basal",98," std logFC = 0.427"
"TENM1",0.219955492018861,-1168.56273909743,-1163.62008708362,0.423285888924271,"Basal",99," std logFC = 0.423"
"SHC3",0.276309374644568,-1147.28448941021,-1142.35188773225,0.419315790818164,"Basal",100," std logFC = 0.419"
"GULP1",1.19037845229778,-11657.657308042,-11648.1195361781,1.48364962461807,"Lateral",1," std logFC = 1.484"
"CNTN5",1.18069500356044,-9960.39064981667,-9951.54602513328,1.34823872854861,"Lateral",2," std logFC = 1.348"
"GRIK2",0.669164147347025,-8425.55894578507,-8417.11978620979,1.22122578435725,"Lateral",3," std logFC = 1.221"
"MEF2C",0.814807179158959,-8316.79729389201,-8308.64581638918,1.21201135516027,"Lateral",4," std logFC = 1.212"
"HS6ST3",1.03025276510676,-8211.68152796992,-8203.7531940184,1.20307481433424,"Lateral",5," std logFC = 1.203"
"TRPM3",1.07732940289488,-8181.2635373068,-8173.51752491209,1.20048299056771,"Lateral",6," std logFC = 1.2"
"ZBTB20",0.933470321342737,-8045.6812788146,-8038.08941709972,1.18889802612314,"Lateral",7," std logFC = 1.189"
"NEGR1",0.692758210768499,-7949.29045188566,-7941.83212156339,1.18062887824026,"Lateral",8," std logFC = 1.181"
"ZNF536",0.850587665467587,-7642.65174173926,-7635.31119445265,1.15413234244892,"Lateral",9," std logFC = 1.154"
"CNTNAP2",0.587445293578973,-6786.02708920002,-6778.79190242907,1.07839048128468,"Lateral",10," std logFC = 1.078"
"SLC4A4",0.759309382879887,-6674.12712074529,-6666.98724415414,1.06828648070742,"Lateral",11," std logFC = 1.068"
"SATB1",0.62148671943601,-6589.45727257114,-6582.40440735698,1.06060573990008,"Lateral",12," std logFC = 1.061"
"GALNTL6",0.888871658782797,-6274.38807725539,-6267.41525474891,1.03174253283153,"Lateral",13," std logFC = 1.032"
"GABRB2",0.680277071198481,-6204.15061234558,-6197.25189781125,1.02524471876324,"Lateral",14," std logFC = 1.025"
"PTPRZ1",0.659689480038446,-5827.12804085419,-5820.29831919135,0.989939327518256,"Lateral",15," std logFC = 0.99"
"TSHZ2",0.865182480948914,-5744.70615465543,-5737.94097151372,0.982120116029128,"Lateral",16," std logFC = 0.982"
"NRXN3",0.62473522651814,-5073.96327815297,-5067.25871963308,0.916968706810805,"Lateral",17," std logFC = 0.917"
"SSBP2",0.622526041923698,-4997.10670113731,-4990.45930103126,0.90931413115301,"Lateral",18," std logFC = 0.909"
"OLFM3",0.704470843547489,-4906.71275602247,-4900.11942313769,0.900256624824048,"Lateral",19," std logFC = 0.9"
"CADM2",0.382493066572085,-4906.15353160485,-4899.61149201446,0.900200402778828,"Lateral",20," std logFC = 0.9"
"LDB2",0.706153115220622,-4844.55992413057,-4838.06667470434,0.893993671265537,"Lateral",21," std logFC = 0.894"
"KCTD8",0.699850155674832,-4832.2320780298,-4825.78534861921,0.892747953887395,"Lateral",22," std logFC = 0.893"
"TRHDE",0.604399449520554,-4741.24074629018,-4734.83846864216,0.883517047863734,"Lateral",23," std logFC = 0.884"
"MPP7",0.523864182722856,-4689.11129286627,-4682.75157483268,0.8781992423151,"Lateral",24," std logFC = 0.878"
"MPPED2",0.497760536962724,-4659.48489417087,-4653.16599813179,0.875167272287255,"Lateral",25," std logFC = 0.875"
"KHDRBS2",0.611424599208969,-4547.88666112376,-4541.60698579784,0.863681417527535,"Lateral",26," std logFC = 0.864"
"HECW1",0.522049623905031,-4534.14707039919,-4527.90513540125,0.862260092352823,"Lateral",27," std logFC = 0.862"
"PDE4B",0.63672808247881,-4530.15538626641,-4523.94981891264,0.861846861120037,"Lateral",28," std logFC = 0.862"
"PTPRD",0.441201253361966,-4483.13523969174,-4476.96476365778,0.856968880948627,"Lateral",29," std logFC = 0.857"
"RGS6",0.846403213835496,-4448.82737871629,-4442.69080423401,0.85339757698502,"Lateral",30," std logFC = 0.853"
"PRKG1",0.573419307463554,-4422.12921373751,-4416.02542907805,0.850611234025587,"Lateral",31," std logFC = 0.851"
"NCALD",0.61264498521059,-4246.92322576373,-4240.85118980259,0.832165231831322,"Lateral",32," std logFC = 0.832"
"EPHA3",0.610709932584807,-4186.45281287793,-4180.41154857545,0.825731795086203,"Lateral",33," std logFC = 0.826"
"LHFPL6",0.617551626225087,-4063.76643394665,-4057.75502260732,0.812568411763128,"Lateral",34," std logFC = 0.813"
"ATRNL1",0.478842663040701,-3952.62573320275,-3946.6433094003,0.800510400632832,"Lateral",35," std logFC = 0.801"
"GRM1",0.540739359356433,-3881.3574093634,-3875.40315643791,0.792708656344876,"Lateral",36," std logFC = 0.793"
"DLG1",0.484618143308169,-3839.23297320897,-3833.30611925767,0.788070890909743,"Lateral",37," std logFC = 0.788"
"KCTD16",0.50595472072605,-3834.20026523519,-3828.30007953097,0.787515471642619,"Lateral",38," std logFC = 0.788"
"KCND2",0.528659071381924,-3764.42344035989,-3758.54923014207,0.779784919721253,"Lateral",39," std logFC = 0.78"
"KCNB2",0.596609855583506,-3737.09854443301,-3731.24965202318,0.776742203386938,"Lateral",40," std logFC = 0.777"
"LINGO2",0.290421808494219,-3682.87235991924,-3677.048160122,0.770677695516013,"Lateral",41," std logFC = 0.771"
"GUCY1A1",0.531209669586452,-3593.55724096784,-3587.75713872218,0.760610877255342,"Lateral",42," std logFC = 0.761"
"ANKFN1",0.582058245608652,-3548.26330407613,-3542.48673232788,0.755467542245866,"Lateral",43," std logFC = 0.755"
"SYNPR",0.564614799257925,-3528.1056229414,-3522.35204071137,0.753170080791723,"Lateral",44," std logFC = 0.753"
"RALYL",0.487482244480794,-3506.05081612093,-3500.31970674676,0.750650341415022,"Lateral",45," std logFC = 0.751"
"CDH6",0.296121473286874,-3491.8282219611,-3486.11909149364,0.749022039612143,"Lateral",46," std logFC = 0.749"
"CPNE4",0.667324191479302,-3472.816748989,-3467.12912472676,0.746841292562805,"Lateral",47," std logFC = 0.747"
"ERBIN",0.403274607761849,-3447.25942058715,-3441.59284973411,0.743902083134312,"Lateral",48," std logFC = 0.744"
"GABRA1",0.413854731718624,-3412.38103872119,-3406.73508715535,0.739876653213009,"Lateral",49," std logFC = 0.74"
"ADGRL3",0.337870872695659,-3409.0675826218,-3403.44183376328,0.739493371609228,"Lateral",50," std logFC = 0.739"
"GLRA2",0.482371993677133,-3400.34204303065,-3394.73609679943,0.738483328086871,"Lateral",51," std logFC = 0.738"
"NRIP1",0.420965376050782,-3309.82210170889,-3304.23557356353,0.727942119411431,"Lateral",52," std logFC = 0.728"
"KCNIP4",0.37608795908119,-3298.84960852346,-3293.28212857306,0.726656417460705,"Lateral",53," std logFC = 0.727"
"LCORL",0.476308784797464,-3236.61519624808,-3231.06640843069,0.719330748974631,"Lateral",54," std logFC = 0.719"
"ZBTB7C",0.424647049949215,-3152.44310393936,-3146.91266526064,0.709330151882776,"Lateral",55," std logFC = 0.709"
"GRM3",0.505368943810958,-3144.90105025265,-3139.38863007944,0.70842873456507,"Lateral",56," std logFC = 0.708"
"TCF4",0.459133373948889,-3123.07848119054,-3117.58376059443,0.705815486787713,"Lateral",57," std logFC = 0.706"
"CTNNA2",0.339228210556767,-3120.32678059592,-3114.84945174252,0.705485436435327,"Lateral",58," std logFC = 0.705"
"LMO3",0.442093311771813,-3052.49456891787,-3047.03433449783,0.697310877628668,"Lateral",59," std logFC = 0.697"
"GRM5",0.340686024857297,-3003.7815720421,-2998.33814474038,0.691393802608583,"Lateral",60," std logFC = 0.691"
"LRFN5",0.426565987835526,-2988.1017532352,-2982.67485523543,0.689480720739274,"Lateral",61," std logFC = 0.689"
"SAMD5",0.701048478616313,-2849.11881189851,-2843.70817441961,0.672336089258898,"Lateral",62," std logFC = 0.672"
"GPRIN3",0.286637434801144,-2824.53171802881,-2819.13708089126,0.669266830917894,"Lateral",63," std logFC = 0.669"
"CNTN6",0.487920284829807,-2811.24257847584,-2805.86368969526,0.667603231238491,"Lateral",64," std logFC = 0.668"
"KCNH5",0.505259980485959,-2785.22818527499,-2779.86480068094,0.664336981215222,"Lateral",65," std logFC = 0.664"
"NLK",0.412921863007645,-2770.23027398042,-2764.8821568585,0.66244805066153,"Lateral",66," std logFC = 0.662"
"ANTXR2",0.323571165007428,-2768.873119914,-2763.54004066944,0.66227690900237,"Lateral",67," std logFC = 0.662"
"TMEFF2",0.414848868188214,-2720.54630956396,-2715.22804540519,0.656159381976338,"Lateral",68," std logFC = 0.656"
"GALNT13",0.484511495086168,-2696.80967975934,-2691.50601439999,0.653137763654709,"Lateral",69," std logFC = 0.653"
"PLOD2",0.284748885735498,-2631.61704702161,-2626.32777039971,0.644780109606495,"Lateral",70," std logFC = 0.645"
"ARNT2",0.422833826946668,-2628.08692070357,-2622.81182871666,0.644325044029939,"Lateral",71," std logFC = 0.644"
"SPHKAP",0.476674957177463,-2620.73594172959,-2615.47483598466,0.643376596729422,"Lateral",72," std logFC = 0.643"
"SGCD",0.446697335416868,-2601.81465895285,-2596.56734653005,0.640930065938264,"Lateral",73," std logFC = 0.641"
"LRRC3B",0.388654999551133,-2573.84337159403,-2568.60966482329,0.637299371112148,"Lateral",74," std logFC = 0.637"
"PRR16",0.499504739279771,-2512.04230834059,-2506.82202459018,0.62921700468924,"Lateral",75," std logFC = 0.629"
"CDH11",0.352987944000996,-2508.60132697273,-2503.39428844907,0.628764494054062,"Lateral",76," std logFC = 0.629"
"TG",0.359545705001944,-2496.53583546896,-2491.34186902687,0.627175690498715,"Lateral",77," std logFC = 0.627"
"FOXP1",0.362197089445803,-2448.317834654,-2443.13677161675,0.620792944104592,"Lateral",78," std logFC = 0.621"
"CBLB",0.383234061367272,-2448.0334678714,-2442.86514385992,0.620755141532843,"Lateral",79," std logFC = 0.621"
"BMPER",0.35591665857763,-2376.86666861524,-2371.71092338597,0.611233904527953,"Lateral",80," std logFC = 0.611"
"NXPH1",0.365048326433089,-2370.33267550467,-2365.18935279539,0.61035358094959,"Lateral",81," std logFC = 0.61"
"CAMK2N1",0.274792739495901,-2320.52827616338,-2315.3972235467,0.603608442510746,"Lateral",82," std logFC = 0.604"
"HTR7",0.254807530831841,-2286.71950674973,-2281.60057549358,0.598993642926435,"Lateral",83," std logFC = 0.599"
"PDE4D",0.33654719724103,-2282.67855995707,-2277.57160489197,0.598440078785133,"Lateral",84," std logFC = 0.598"
"KLF12",0.377993472425844,-2282.64968119233,-2277.55456058488,0.598436121180136,"Lateral",85," std logFC = 0.598"
"PXDNL",0.293917972143211,-2268.68136868898,-2263.59794412129,0.596519302676918,"Lateral",86," std logFC = 0.597"
"LRRTM4",0.321328921910394,-2267.73011033127,-2262.65824658598,0.596388577728254,"Lateral",87," std logFC = 0.596"
"F13A1",0.554870993765484,-2256.77418590501,-2251.71375085554,0.59488124703038,"Lateral",88," std logFC = 0.595"
"AKT3",0.318787299393916,-2219.81780092603,-2214.76866543181,0.589772948695009,"Lateral",89," std logFC = 0.59"
"RIMS2",0.438393312151397,-2216.7513140998,-2211.71335190618,0.589347414564846,"Lateral",90," std logFC = 0.589"
"SPOCK3",0.449590354144013,-2200.6171996711,-2195.59028731367,0.587104226625496,"Lateral",91," std logFC = 0.587"
"GRIK1",0.506922165003207,-2153.65732005033,-2148.64133676343,0.580533732357275,"Lateral",92," std logFC = 0.581"
"WAC",0.335554235804816,-2134.84171335474,-2129.83654098395,0.57788343173547,"Lateral",93," std logFC = 0.578"
"ADGRB3",0.21892528631128,-2102.03375272183,-2097.03927564016,0.573237439642855,"Lateral",94," std logFC = 0.573"
"UTRN",0.381453333915394,-2095.82919394093,-2090.84529896858,0.572355209125075,"Lateral",95," std logFC = 0.572"
"EFR3A",0.337120377946783,-2081.88927712575,-2076.91585345327,0.57036885988064,"Lateral",96," std logFC = 0.57"
"COBLL1",0.237706848905316,-2040.50913101807,-2035.54607013263,0.564437489041421,"Lateral",97," std logFC = 0.564"
"CCDC3",0.244587612656021,-2032.80159438527,-2027.84879,0.563326829646478,"Lateral",98," std logFC = 0.563"
"SLC39A10",0.351939480948076,-2023.25543742987,-2018.31278541606,0.561948629244945,"Lateral",99," std logFC = 0.562"
"MAP2K6",0.309854566477283,-2007.52212293134,-2002.58952125339,0.559670854681285,"Lateral",100," std logFC = 0.56"
