"gene","cellType.target","mean.target","cellType","mean","ratio","rank_ratio","anno_ratio"
"COBLL1","Endothelial",0.989305944864323,"ExN",0.2796996873892,3.53702914042843,1,"Endothelial/ExN: 3.537"
"SPARC","Endothelial",1.08591231956329,"Astrocyte",0.355440976533894,3.05511291959816,2,"Endothelial/Astrocyte: 3.055"
"ARHGAP29","Endothelial",0.927446568721248,"ExN",0.31080252686204,2.98403805813627,3,"Endothelial/ExN: 2.984"
"IFITM3","Endothelial",0.808956706394449,"Astrocyte",0.281118011442542,2.87764096737641,4,"Endothelial/Astrocyte: 2.878"
"SERF2","Endothelial",0.848181624891429,"Microglia",0.33961786038504,2.49745883190539,5,"Endothelial/Microglia: 2.497"
"EEF2","Endothelial",0.790955902539322,"Microglia",0.325813507710915,2.42763385746767,6,"Endothelial/Microglia: 2.428"
"SRP14","Endothelial",0.952981966661653,"Astrocyte",0.39353444529466,2.42159734187462,7,"Endothelial/Astrocyte: 2.422"
"UBB","Endothelial",0.764159687441072,"Oligodendrocyte",0.31647819668291,2.41457293251298,8,"Endothelial/Oligodendrocyte: 2.415"
"EPAS1","Endothelial",1.02496747302251,"Astrocyte",0.425200947122427,2.41054842412521,9,"Endothelial/Astrocyte: 2.411"
"RPL8","Endothelial",0.836269247568511,"Microglia",0.34813236760903,2.4021588492676,10,"Endothelial/Microglia: 2.402"
"RPSA","Endothelial",0.763577894696614,"Oligodendrocyte",0.318690185986328,2.39598810466467,11,"Endothelial/Oligodendrocyte: 2.396"
"RPL36","Endothelial",0.847953941161162,"Microglia",0.367473267551041,2.30752551556253,12,"Endothelial/Microglia: 2.308"
"PEA15","Endothelial",0.976031453773759,"ExN",0.42376769892514,2.30322286537979,13,"Endothelial/ExN: 2.303"
"ADIRF","Endothelial",0.845739329961443,"Astrocyte",0.368077345209097,2.29772177225685,14,"Endothelial/Astrocyte: 2.298"
"AC105402.3","Endothelial",1.02803617550288,"InN",0.450127871145604,2.28387585262486,15,"Endothelial/InN: 2.284"
"RPL15","Endothelial",0.986168348620195,"ExN",0.43263843952602,2.27942840608569,16,"Endothelial/ExN: 2.279"
"MT-ND5","Endothelial",0.953423123740168,"Microglia",0.418298457345335,2.27928912239102,17,"Endothelial/Microglia: 2.279"
"FAU","Endothelial",0.804252533228262,"Microglia",0.357614510560247,2.24893708023285,18,"Endothelial/Microglia: 2.249"
"EIF1","Endothelial",0.976681692222773,"Microglia",0.441540317693696,2.21198756508644,19,"Endothelial/Microglia: 2.212"
"EEF1A1","Endothelial",1.02647509208818,"Microglia",0.4670516186593,2.19777654348943,20,"Endothelial/Microglia: 2.198"
"RPS23","Endothelial",0.801946505902607,"Microglia",0.373205303768362,2.14880790225948,21,"Endothelial/Microglia: 2.149"
"MAP1A","Endothelial",0.994023802775743,"Oligodendrocyte",0.463864785380917,2.14291714763273,22,"Endothelial/Oligodendrocyte: 2.143"
"H3F3B","Endothelial",1.00757191820076,"Astrocyte",0.47283867304639,2.1308999784413,23,"Endothelial/Astrocyte: 2.131"
"DHFR","Endothelial",0.788537538424542,"Microglia",0.371072485925579,2.12502292229419,24,"Endothelial/Microglia: 2.125"
"TUBA1B","Endothelial",0.926396709364929,"ExN",0.43667724569326,2.1214677854217,25,"Endothelial/ExN: 2.121"
"GAPDH","Endothelial",1.17349351607484,"Astrocyte",0.553390722629684,2.12055148033284,26,"Endothelial/Astrocyte: 2.121"
"ACTG1","Endothelial",1.14630851728732,"Astrocyte",0.542575890066564,2.11271554500273,27,"Endothelial/Astrocyte: 2.113"
"VIM","Endothelial",1.06222913384039,"Astrocyte",0.507263946613048,2.09403633144598,28,"Endothelial/Astrocyte: 2.094"
"RPL35","Endothelial",0.815431042854146,"Microglia",0.390273200534458,2.08938518385956,29,"Endothelial/Microglia: 2.089"
"TMSB10","Endothelial",1.14922763364833,"Microglia",0.552128526822579,2.08144947746492,30,"Endothelial/Microglia: 2.081"
"RPL10","Endothelial",0.822100281174769,"Microglia",0.400985532894108,2.05019935567568,31,"Endothelial/Microglia: 2.05"
"RPL18","Endothelial",1.05339329339806,"Microglia",0.526658066415985,2.00014650979641,32,"Endothelial/Microglia: 2"
"RPS15","Endothelial",0.995986555035803,"Microglia",0.500890291087304,1.98843254253097,33,"Endothelial/Microglia: 1.988"
"RPS27","Endothelial",0.889986719001489,"Microglia",0.454290980892389,1.95906755017068,34,"Endothelial/Microglia: 1.959"
"RPS9","Endothelial",0.826502434350135,"Microglia",0.422036550729009,1.95836695405284,35,"Endothelial/Microglia: 1.958"
"RPL19","Endothelial",0.776592340726664,"Microglia",0.397930023800096,1.95158016304091,36,"Endothelial/Microglia: 1.952"
"BSG","Endothelial",1.01893969133306,"Astrocyte",0.526242845759135,1.93625376486246,37,"Endothelial/Astrocyte: 1.936"
"ADAMTS9","Endothelial",1.03240498962678,"OPC",0.537107600323427,1.92215673173327,38,"Endothelial/OPC: 1.922"
"ACTB","Endothelial",1.38319656261528,"Microglia",0.719638574644265,1.92207117760332,39,"Endothelial/Microglia: 1.922"
"UBC","Endothelial",1.03386440352404,"Astrocyte",0.53835223624759,1.92042371873526,40,"Endothelial/Astrocyte: 1.92"
"RPL7A","Endothelial",0.840525913487812,"Microglia",0.438209144960727,1.91809304564637,41,"Endothelial/Microglia: 1.918"
"RPS28","Endothelial",0.83312212553187,"Microglia",0.438543578506673,1.89974763367603,42,"Endothelial/Microglia: 1.9"
"MT-ND3","Endothelial",1.32359120167498,"Microglia",0.702978929644222,1.88283196815707,43,"Endothelial/Microglia: 1.883"
"AES","Endothelial",0.79642887279388,"InN",0.427577587030377,1.86265346208921,44,"Endothelial/InN: 1.863"
"RPS27A","Endothelial",0.779246867892843,"Microglia",0.418429576304953,1.86231306776681,45,"Endothelial/Microglia: 1.862"
"RPS14","Endothelial",1.04205128558631,"Microglia",0.570073443105839,1.8279246265342,46,"Endothelial/Microglia: 1.828"
"RPL32","Endothelial",0.793595695014871,"ExN",0.436390584053687,1.81854449663662,47,"Endothelial/ExN: 1.819"
"RPL3","Endothelial",1.09541502053621,"Microglia",0.605618052792748,1.80875556051346,48,"Endothelial/Microglia: 1.809"
"RPS18","Endothelial",0.99316604748871,"Microglia",0.55085867530947,1.80294164729411,49,"Endothelial/Microglia: 1.803"
"APOLD1","Endothelial",0.830049432466146,"Oligodendrocyte",0.463188754677658,1.79203278163304,50,"Endothelial/Oligodendrocyte: 1.792"
"RPL28","Endothelial",1.13352190761752,"Microglia",0.637805145871694,1.77722289472645,51,"Endothelial/Microglia: 1.777"
"MT-CYB","Endothelial",1.36279374454867,"Microglia",0.768378170912881,1.77359768423611,52,"Endothelial/Microglia: 1.774"
"RPS6","Endothelial",0.751922208629595,"Microglia",0.424223877676988,1.77246554990505,53,"Endothelial/Microglia: 1.772"
"NORAD","Endothelial",1.03720439648233,"InN",0.59077087124238,1.75567965004962,54,"Endothelial/InN: 1.756"
"RPLP1","Endothelial",1.17139783024034,"Microglia",0.670570928018838,1.74686641083766,55,"Endothelial/Microglia: 1.747"
"MT-ND2","Endothelial",1.38258495103273,"Microglia",0.823240900505069,1.67944152214073,56,"Endothelial/Microglia: 1.679"
"RPL13A","Endothelial",1.05112485440019,"Microglia",0.629324207275214,1.67024379842505,57,"Endothelial/Microglia: 1.67"
"JUND","Endothelial",0.838201036995796,"Oligodendrocyte",0.503159396349024,1.6658757504637,58,"Endothelial/Oligodendrocyte: 1.666"
"MT-ND4","Endothelial",1.44020514177384,"Oligodendrocyte",0.865742426669253,1.66354922365847,59,"Endothelial/Oligodendrocyte: 1.664"
"MT-ND1","Endothelial",1.41633918725544,"Microglia",0.856648491810384,1.65334930347247,60,"Endothelial/Microglia: 1.653"
"HSP90AB1","Endothelial",1.18445282326612,"InN",0.71846540364566,1.64858713760737,61,"Endothelial/InN: 1.649"
"TMSB4X","Endothelial",1.14142702395555,"Microglia",0.697601827177018,1.63621564549875,62,"Endothelial/Microglia: 1.636"
"RPS19","Endothelial",1.05017123570884,"Microglia",0.644135469263263,1.63035772103962,63,"Endothelial/Microglia: 1.63"
"PRKAR1A","Endothelial",0.954288883203859,"ExN",0.586886876698514,1.62601843914476,64,"Endothelial/ExN: 1.626"
"ITM2C","Endothelial",0.804748263988531,"Astrocyte",0.497763495758852,1.61672816678064,65,"Endothelial/Astrocyte: 1.617"
"PEBP1","Endothelial",1.25959184845549,"Oligodendrocyte",0.790259885632989,1.5938957188072,66,"Endothelial/Oligodendrocyte: 1.594"
"TMBIM6","Endothelial",0.877074058751294,"ExN",0.551055797690554,1.59162477271279,67,"Endothelial/ExN: 1.592"
"CALM3","Endothelial",0.949210814746839,"ExN",0.598051801044076,1.58717156789715,68,"Endothelial/ExN: 1.587"
"MT2A","Endothelial",1.34251998376039,"Astrocyte",0.851952339418051,1.57581583105627,69,"Endothelial/Astrocyte: 1.576"
"CCNI","Endothelial",0.883789316685582,"InN",0.576899318038163,1.53196457172293,70,"Endothelial/InN: 1.532"
"RPL34","Endothelial",0.825329641955848,"ExN",0.539175204651711,1.53072625527909,71,"Endothelial/ExN: 1.531"
"MT1X","Endothelial",0.817236546863124,"Astrocyte",0.540992735117605,1.51062388422918,72,"Endothelial/Astrocyte: 1.511"
"RPS8","Endothelial",0.754306173596914,"Microglia",0.500582873233948,1.50685573544261,73,"Endothelial/Microglia: 1.507"
"MT-ATP6","Endothelial",1.48375504734561,"Microglia",0.987401640221212,1.50268643164619,74,"Endothelial/Microglia: 1.503"
"TPT1","Endothelial",0.8723087277228,"Microglia",0.582473169628836,1.49759469312321,75,"Endothelial/Microglia: 1.498"
"HNRNPK","Endothelial",0.792678629069892,"Oligodendrocyte",0.534832238645072,1.48210704552523,76,"Endothelial/Oligodendrocyte: 1.482"
"RPL13","Endothelial",1.31260256927997,"Microglia",0.887600229664998,1.47882179996211,77,"Endothelial/Microglia: 1.479"
"MT-CO3","Endothelial",1.68548335605922,"Oligodendrocyte",1.14041642755244,1.47795429400873,78,"Endothelial/Oligodendrocyte: 1.478"
"STOM","Endothelial",0.783521208226483,"Astrocyte",0.532074664999928,1.47257755305186,79,"Endothelial/Astrocyte: 1.473"
"MT-CO1","Endothelial",1.64355199237145,"Oligodendrocyte",1.12110382733072,1.46601229279954,80,"Endothelial/Oligodendrocyte: 1.466"
"RPL37","Endothelial",0.778863714371626,"ExN",0.532060265391481,1.46386371062412,81,"Endothelial/ExN: 1.464"
"MT-CO2","Endothelial",1.51263151170114,"Oligodendrocyte",1.03496440803374,1.4615299810888,82,"Endothelial/Oligodendrocyte: 1.462"
"B2M","Endothelial",0.909496681366476,"Microglia",0.622927146378425,1.46003699895583,83,"Endothelial/Microglia: 1.46"
"PKM","Endothelial",0.849152928899392,"ExN",0.581617240202188,1.45998582951943,84,"Endothelial/ExN: 1.46"
"FTL","Endothelial",1.43979607091509,"Oligodendrocyte",1.00066978026565,1.4388323693885,85,"Endothelial/Oligodendrocyte: 1.439"
"CST3","Endothelial",1.49756621918936,"Astrocyte",1.04744157042583,1.42973723926246,86,"Endothelial/Astrocyte: 1.43"
"SELENOW","Endothelial",1.05327980473042,"Oligodendrocyte",0.736744728908667,1.4296400956823,87,"Endothelial/Oligodendrocyte: 1.43"
"EIF4A2","Endothelial",0.824881201740418,"ExN",0.58430949811759,1.41171965268039,88,"Endothelial/ExN: 1.412"
"YWHAB","Endothelial",0.987371019718903,"ExN",0.700174005391778,1.41017948697828,89,"Endothelial/ExN: 1.41"
"MORF4L1","Endothelial",0.891052804503431,"ExN",0.640230742290379,1.39176822611759,90,"Endothelial/ExN: 1.392"
"TIMP3","Endothelial",0.99679748218542,"Astrocyte",0.719169367200752,1.38603996172041,91,"Endothelial/Astrocyte: 1.386"
"CD81","Endothelial",0.911012552625353,"OPC",0.659341135206257,1.38170137426716,92,"Endothelial/OPC: 1.382"
"CAMK2N1","Endothelial",1.1276931052512,"Oligodendrocyte",0.817536704417167,1.37937917546484,93,"Endothelial/Oligodendrocyte: 1.379"
"NRGN","Endothelial",0.820506531194903,"ExN",0.607752356341802,1.35006721509681,94,"Endothelial/ExN: 1.35"
"YWHAE","Endothelial",1.00083320452121,"Microglia",0.749686343404211,1.33500258251547,95,"Endothelial/Microglia: 1.335"
"MT3","Endothelial",1.43924327112207,"Astrocyte",1.08556132839934,1.32580558414349,96,"Endothelial/Astrocyte: 1.326"
"FAM107A","Endothelial",1.41248076889482,"Astrocyte",1.06718034670946,1.32356332577718,97,"Endothelial/Astrocyte: 1.324"
"ENO1","Endothelial",0.815222894187468,"Astrocyte",0.617321222878825,1.32058135047706,98,"Endothelial/Astrocyte: 1.321"
"GNAS","Endothelial",1.22645608790855,"Microglia",0.930547220653238,1.31799446679082,99,"Endothelial/Microglia: 1.318"
"AKAP12","Endothelial",0.794388652465537,"OPC",0.611834349997272,1.29837210426168,100,"Endothelial/OPC: 1.298"
"LINC02346","ExN",0.533910329340587,"Endothelial",0.0583915750250947,9.14361924834413,1,"ExN/Endothelial: 9.144"
"NWD2","ExN",0.846676339929623,"InN",0.166317799340312,5.09071394215115,2,"ExN/InN: 5.091"
"LY86-AS1","ExN",0.655328563207309,"Microglia",0.133995893482048,4.8906615432592,3,"ExN/Microglia: 4.891"
"MLIP","ExN",0.914913026591387,"Endothelial",0.204873452705049,4.46574709661659,4,"ExN/Endothelial: 4.466"
"PTGER3","ExN",0.712198683447779,"Endothelial",0.163143200030641,4.36548187919579,5,"ExN/Endothelial: 4.365"
"ADAMTS3","ExN",0.819805269269249,"InN",0.194194815127095,4.22156105832541,6,"ExN/InN: 4.222"
"MFSD4A","ExN",0.629538128187188,"InN",0.178504654892932,3.526732278017,7,"ExN/InN: 3.527"
"STYK1","ExN",0.483047590643123,"InN",0.150697119885481,3.20542018991606,8,"ExN/InN: 3.205"
"SLC26A4","ExN",0.666131914892303,"InN",0.210053055984723,3.17125552765464,9,"ExN/InN: 3.171"
"SEMA3D","ExN",0.711946635805519,"Endothelial",0.232074515719866,3.06775017324565,10,"ExN/Endothelial: 3.068"
"AC106795.3","ExN",0.638325114362625,"InN",0.208688883555728,3.05874037699841,11,"ExN/InN: 3.059"
"TG","ExN",0.693694034572997,"Microglia",0.228602784755069,3.03449511919217,12,"ExN/Microglia: 3.034"
"C3orf67-AS1","ExN",0.803681528624055,"InN",0.278159189952708,2.88928627078867,13,"ExN/InN: 2.889"
"SV2B","ExN",1.28346855668806,"Endothelial",0.452634492608131,2.83555181420791,14,"ExN/Endothelial: 2.836"
"MIR2052HG","ExN",0.856975245673866,"InN",0.30342143888958,2.82437275628942,15,"ExN/InN: 2.824"
"AL591501.1","ExN",0.721973644315149,"InN",0.256967481621301,2.80959146955075,16,"ExN/InN: 2.81"
"PTH2R","ExN",0.698497234554078,"InN",0.251974234167256,2.77209785699926,17,"ExN/InN: 2.772"
"SLC17A7","ExN",0.562749116445281,"Endothelial",0.206410223092867,2.72636261912324,18,"ExN/Endothelial: 2.726"
"RTN4RL1","ExN",0.524859420434274,"InN",0.196219106966546,2.67486397501421,19,"ExN/InN: 2.675"
"KCNH3","ExN",0.588706169103078,"InN",0.220260693323072,2.67276998097695,20,"ExN/InN: 2.673"
"LINC00276","ExN",0.776304222680309,"InN",0.290472334937574,2.67255820712546,21,"ExN/InN: 2.673"
"SAMD3","ExN",0.639574420945213,"InN",0.244347949729264,2.61747406374335,22,"ExN/InN: 2.617"
"ANKRD33B","ExN",0.882250801003752,"Endothelial",0.343161023813993,2.57095281742127,23,"ExN/Endothelial: 2.571"
"LINC01197","ExN",0.894111908609329,"InN",0.360430939412481,2.48067468921167,24,"ExN/InN: 2.481"
"CNTN6","ExN",0.583505670932532,"OPC",0.235694259183686,2.47568894106064,25,"ExN/OPC: 2.476"
"CYTOR","ExN",0.556014156070298,"InN",0.225196670230361,2.4690158850996,26,"ExN/InN: 2.469"
"SLC22A10","ExN",0.671895931677505,"InN",0.274034511934212,2.45186610596993,27,"ExN/InN: 2.452"
"KCNC4","ExN",0.50036907741641,"Endothelial",0.209189641583484,2.39194002929022,28,"ExN/Endothelial: 2.392"
"ZNF831","ExN",0.736813431808438,"InN",0.310157042533774,2.3756140624413,29,"ExN/InN: 2.376"
"MIR222HG","ExN",0.879130636444909,"InN",0.371497312060798,2.36645221352512,30,"ExN/InN: 2.366"
"CCBE1","ExN",0.791833874865832,"InN",0.33660509517425,2.35241202886702,31,"ExN/InN: 2.352"
"SIDT1","ExN",1.08789353520453,"InN",0.475940410491792,2.28577677209717,32,"ExN/InN: 2.286"
"CCDC144NL-AS1","ExN",0.656143092618117,"InN",0.287261379500769,2.28413263822108,33,"ExN/InN: 2.284"
"SCPEP1","ExN",0.742631149629345,"InN",0.325869927540509,2.2789189393275,34,"ExN/InN: 2.279"
"AC011287.1","ExN",1.21881907023761,"Endothelial",0.535986612441954,2.27397297235592,35,"ExN/Endothelial: 2.274"
"AC008574.1","ExN",0.781942722448513,"InN",0.344197536339736,2.27178477441717,36,"ExN/InN: 2.272"
"AC005162.3","ExN",0.797402968489058,"Astrocyte",0.35349859375979,2.25574580087555,37,"ExN/Astrocyte: 2.256"
"KCNK1","ExN",0.889921079475828,"InN",0.394777434485329,2.25423492261157,38,"ExN/InN: 2.254"
"INHBA-AS1","ExN",0.669099432592471,"InN",0.29809011852587,2.24462131083491,39,"ExN/InN: 2.245"
"SYT7","ExN",0.786733363830828,"InN",0.362435831450978,2.17068318185102,40,"ExN/InN: 2.171"
"FAM160A1","ExN",0.586623187600234,"InN",0.27321203454982,2.14713524082799,41,"ExN/InN: 2.147"
"PVT1","ExN",0.586365584452942,"OPC",0.273650935125781,2.14275015790984,42,"ExN/OPC: 2.143"
"HTR2A","ExN",0.554884854207552,"InN",0.261676773298403,2.12049715843442,43,"ExN/InN: 2.12"
"ARHGEF28","ExN",1.09960223077354,"InN",0.521313343987512,2.10929231613891,44,"ExN/InN: 2.109"
"MIR4435-2HG","ExN",1.21352481927042,"Endothelial",0.57845501631787,2.09787241019199,45,"ExN/Endothelial: 2.098"
"GLRA3","ExN",0.832252543920404,"InN",0.396814196733825,2.09733560636356,46,"ExN/InN: 2.097"
"STX2","ExN",0.667614706030276,"Endothelial",0.318366298901385,2.09700181311299,47,"ExN/Endothelial: 2.097"
"THOC3","ExN",0.647696874252648,"InN",0.311228373632338,2.08109841237608,48,"ExN/InN: 2.081"
"NPTX1","ExN",0.507420461131301,"Endothelial",0.2441133318288,2.0786265843406,49,"ExN/Endothelial: 2.079"
"MIR4500HG","ExN",0.747551708847278,"InN",0.362687043405507,2.0611480956916,50,"ExN/InN: 2.061"
"SPICE1","ExN",0.490249020812767,"Astrocyte",0.238343884233905,2.05689784064964,51,"ExN/Astrocyte: 2.057"
"AC096576.3","ExN",0.493938122061845,"InN",0.241283217809222,2.04713003476434,52,"ExN/InN: 2.047"
"LINC00923","ExN",0.725250398483888,"Astrocyte",0.356086217446796,2.03672695810601,53,"ExN/Astrocyte: 2.037"
"LRGUK","ExN",0.52443575489611,"InN",0.258528997298795,2.02853745759897,54,"ExN/InN: 2.029"
"KCNMA1-AS1","ExN",0.463137078255126,"InN",0.228512450631869,2.02674767599965,55,"ExN/InN: 2.027"
"PALMD","ExN",0.723784283184067,"Endothelial",0.362142457655823,1.99861758234365,56,"ExN/Endothelial: 1.999"
"COX7A2L","ExN",0.882454094240554,"InN",0.448921391351371,1.96572075031697,57,"ExN/InN: 1.966"
"CAMKK2","ExN",0.736394727490995,"Endothelial",0.375499511663465,1.96110701776618,58,"ExN/Endothelial: 1.961"
"AC096576.2","ExN",0.705664524878067,"InN",0.360248021626317,1.95882970208244,59,"ExN/InN: 1.959"
"KIAA1211L","ExN",1.29822882891711,"InN",0.666068012706815,1.94909349218149,60,"ExN/InN: 1.949"
"NT5DC3","ExN",0.694906163271247,"InN",0.360049362262551,1.93003025725266,61,"ExN/InN: 1.93"
"PPFIA2-AS1","ExN",0.463491530696729,"InN",0.240519351279212,1.92704465662173,62,"ExN/InN: 1.927"
"EPHX4","ExN",0.513736215638461,"InN",0.269498425959231,1.9062679635694,63,"ExN/InN: 1.906"
"MEIS3","ExN",0.672294373989686,"InN",0.354460593292368,1.89666887296315,64,"ExN/InN: 1.897"
"ARNTL2","ExN",0.771425969398847,"InN",0.408133249893533,1.89013262114783,65,"ExN/InN: 1.89"
"CLSTN2","ExN",1.26291885876813,"InN",0.669062370826252,1.88759510897093,66,"ExN/InN: 1.888"
"AC090568.2","ExN",1.22206488091705,"OPC",0.649148187763097,1.88256688373138,67,"ExN/OPC: 1.883"
"LRRIQ1","ExN",0.51369384099014,"Astrocyte",0.273893782262488,1.8755220974598,68,"ExN/Astrocyte: 1.876"
"AC090579.1","ExN",0.717617876891689,"InN",0.391307533940009,1.83389741992983,69,"ExN/InN: 1.834"
"CPNE4","ExN",0.900657685790409,"InN",0.491393601428045,1.83286408934304,70,"ExN/InN: 1.833"
"LINC01776","ExN",0.505471854991901,"InN",0.276127693857612,1.83057283364179,71,"ExN/InN: 1.831"
"FAM153A","ExN",0.719914050937533,"InN",0.39443908364093,1.82515901895993,72,"ExN/InN: 1.825"
"ZMIZ1-AS1","ExN",0.49969359668859,"InN",0.27394034592252,1.82409639224855,73,"ExN/InN: 1.824"
"TNFSF13B","ExN",0.466651355869826,"InN",0.256089069018999,1.82222286041895,74,"ExN/InN: 1.822"
